spot,flow,temp,pH,DO,BOD,COD,SS,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,Chla,TOC,Tcoli,Fcoli,Cl,d15N,d18O,source
JT-25,0.016581807,22.6,7.2,9.7,2,1.485,1.945132154,343,2.074,2.05,1.197,0.059,0.062,0.03,0.017,0.146331191,6.1,1.186775691,0,38.333,11.39,3.79,생활하수/처리수 영향
JT-26,0.066061178,24.6,7.7,9.4,2.9,1.485,1.31987845,329,1.851,1.812,0.748,0.127,0.093,0.056,0.039,2.871,10.3,1.039171778,0,33.009,9.73,4.38,생활하수/처리수 영향
JT-27,0.001510384,23.5,9.2,17.2,5.3,1.485,0.196781302,210,0.927,0.757,0.204,0.034,0.105,0.045,0.016,0.311804978,10.6,1.21545081,0,17.062,8.11,16.69,생활하수/처리수 영향
JT-28,0.000400039,23.4,7.5,8.1,3.5,1.485,0.139762664,392,13.611,13.512,8.467,2.458,1.546,1.519,1.513,2.871,9.8,0.362078901,0,25.379,18.62,5.32,생활하수/처리수 영향
JT-29,0.001412622,23.8,7.9,9.7,4.2,1.485,3.663,317,2.687,2.678,1.372,0.188,0.264,0.221,0.195,0.944391949,10,0.120852094,0,24.993,8.82,10.71,생활하수/처리수 영향
JT-30,6.06E-06,23.6,7.8,9.8,3.8,1.485,0.271817964,131,2.764,2.65,1.259,0.22,0.259,0.212,0.195,0.316306306,10.2,34.0700856,0,25.249,8.49,10.9,생활하수/처리수 영향
JT-1,0.000541449,19.8,7.6,7.4,1.9,1.485,3.663,190,1.459,1.447,0.67,0.08,0.058,0.051,0.023,2.684229968,7.1,3.441814833,0,15.473,8.46,4.1,생활하수/처리수 영향
JT-2,0.000885036,20.5,7.3,7.1,3.5,1.485,0.720199589,255,1.92,1.839,0.608,0.266,0.132,0.113,0.086,0.621330518,9.8,0.96545518,0,20.013,8.24,3.54,생활하수/처리수 영향
JT-3,0.221875616,21.8,7.1,5.9,1.7,1.485,0.275265357,184,1.37,1.339,0.724,0.125,0.042,0.03,0.013,0.585506903,5.7,3.228357837,0,15.353,9.6,1.56,생활하수/처리수 영향
JT-4,0.002267487,21.3,7.2,6.7,2.8,1.485,1.804503119,218,1.677,1.649,0.75,0.179,0.122,0.097,0.078,0.627998773,7,0.017530556,0,17.273,10.07,4.66,생활하수/처리수 영향
JT-5,0.008010993,21.6,7.1,5,4.1,1.485,0.498393214,304,3.005,2.889,0.921,0.856,0.093,0.077,0.047,0.365427524,9,1.289756129,0,27.676,8.36,2.24,생활하수/처리수 영향
JT-6,0.002814491,20.6,7.1,6.2,3.2,1.485,0.473036523,293,2.193,2.159,0.81,0.271,0.114,0.092,0.068,0.223730384,11.4,2.063908782,0,21.429,6.14,3.04,토양-질소 기원
JT-7,0.002725046,21.5,7.3,6.9,2.8,1.485,0.503093378,262,1.94,1.938,0.685,0.232,0.118,0.093,0.066,2.787602437,8.8,5.077159168,0,20.304,6.65,1.86,토양-질소 기원
JT-8,0.000389838,20,7.3,6,3.3,1.413744997,0.31251954,203,2.364,2.316,1.265,0.296,0.189,0.167,0.164,1.000186611,5.4,16.98551602,0,11.643,6.01,3.06,토양-질소 기원
JT-9,0.001291353,21.7,7.4,6.7,2.2,1.485,0.203011927,295,2.667,2.644,1.333,0.211,0.189,0.164,0.152,0.566557621,9.1,6.243391994,0,17.418,5.37,12.31,토양-질소 기원
JT-10,0.008361602,20.8,7.3,6,3.3,1.174291577,1.865467765,140,2.5,2.452,1.044,0.692,0.486,0.458,0.457,0.971960002,6.7,6.053416486,0,8.597,12.46,2.74,생활하수/처리수 영향
JT-11,0.002147522,21.4,7.5,7,3.9,1.485,0.757482236,237,2.532,2.438,0.967,0.414,0.092,0.069,0.049,0.094369238,10.2,0.941886705,0,16.884,9.79,-1.74,생활하수/처리수 영향
JT-12,6.98E-05,22,7,6.2,1.7,1.485,0.459548604,182,1.763,1.758,0.73,0.227,0.127,0.104,0.091,0.644883498,7.4,2.962680757,0,12.272,10.71,-0.01,생활하수/처리수 영향
JT-13,0.002218756,21.3,7.5,6.7,4,1.373737442,0.738653172,211,1.954,1.949,0.846,0.205,0.147,0.118,0.103,0.795749256,10.8,17.69612203,0,14.521,9.04,2.02,생활하수/처리수 영향
JT-14,0.010367705,20.7,7.7,9,6.3,0.920604545,0.095034424,196,2.582,2.536,1.242,0.265,0.264,0.214,0.204,1.190064134,12,4.819849376,0,12.587,5.04,2.23,토양-질소 기원
JT-15,0.014687264,20.3,7.5,9,3.8,0.759622905,0.514967925,326,2.767,2.761,1.549,0.179,0.183,0.165,0.143,2.042057007,10.8,0.181549419,0,25.695,9.36,3.16,생활하수/처리수 영향
JT-16,0.000521704,20.7,7.6,8.6,9.4,0.944437082,0.619519305,291,3.936,3.922,1.444,0.648,0.58,0.541,0.514,1.305334993,15.9,4.972710514,0,27.063,7.46,1.8,토양-질소 기원
JT-17,6.85E-05,21.4,7.5,8.2,3.1,1.485,0.882570457,193,1.717,1.711,0.844,0.215,0.098,0.096,0.071,1.287423883,7.9,21.73882227,0,13.297,7.65,3.1,토양-질소 기원
JT-18,0.279552736,19.5,7.6,9.6,1.8,1.485,1.418862925,156,1.011,1.009,0.578,0.069,0.075,0.066,0.053,0.560331332,6.5,30.3360394,0,9.971,5.87,4.11,토양-질소 기원
JT-19,1.83E-05,20.9,7.6,8.6,1.4,1.426829035,0.957313661,175,2.14,2.129,1.354,0.146,0.044,0.036,0.025,0.93534561,4.2,1.244718566,0,11.821,11.16,3.67,생활하수/처리수 영향
JT-20,0.026323481,19.8,7.7,9.8,3.1,1.485,0.945753929,274,2.046,1.995,1.252,0.023,0.099,0.078,0.064,2.079822989,8.3,0.178390561,0,19.154,5.93,4.64,토양-질소 기원
JT-21,6.82E-06,21.4,7.4,8.6,3.5,0.62287489,0.455104979,123,2.127,1.996,1.111,0.272,0.528,0.498,0.493,1.162709037,7.7,77.22,0,7.331,8.89,6.2,생활하수/처리수 영향
JT-22,4.02E-05,20.3,7.8,8.1,4.3,1.485,0.714130032,162,3.013,2.981,1.818,0.377,0.197,0.195,0.187,0.268379838,5.7,0.050579448,0,5.534,4.92,1.2,토양-질소 기원
JT-23,0.005173932,21.2,7.4,6.9,6.7,1.485,1.441910394,177,2.418,2.2,0.643,1.041,0.119,0.1,0.073,1.179054591,9.7,53.01668416,0,16.61,4.76,10.34,토양-질소 기원
JT-24,0.051953293,21.6,7.3,7.5,3.1,1.485,0.864707382,264,1.673,1.663,0.81,0.099,0.122,0.101,0.084,2.280239144,8.8,0.019628866,0,21.36,7.36,3.3,토양-질소 기원
JT-25,0.044273874,21.8,7.5,8.8,4.8,1.485,0.238235946,274,2.159,2.117,0.947,0.447,0.097,0.08,0.059,2.646606628,7.9,0.10722553,0,28.828,9.2,2.54,생활하수/처리수 영향
JT-26,0.015013805,22.6,7.4,8.5,5.7,1.485,0.875387171,302,2.777,2.69,1.318,0.276,0.125,0.088,0.068,0.634715745,12.7,11.17935178,0,30.748,9.57,5.43,생활하수/처리수 영향
JT-27,0.02243566,21,8.1,9.1,4.4,0.840796418,1.563397463,144,1.896,1.597,1.055,0.06,0.478,0.16,0.151,0.26628179,7,77.22,0,7.168,8.65,6.09,생활하수/처리수 영향
JT-28,0.32085893,21.9,7.5,8.2,4.7,1.485,1.782244611,249,2.696,2.637,1.26,0.285,0.239,0.209,0.199,2.871,10,77.22,0,21.027,9.37,4.53,생활하수/처리수 영향
JT-29,0.001477121,22.3,7.4,5.3,3.2,1.485,0.507821793,284,2.46,2.424,1.306,0.138,0.161,0.145,0.133,0.151560852,7.8,30.98105113,0,21.863,9.73,7.53,생활하수/처리수 영향
JT-30,0.000948928,22,7.7,7,4.2,1.485,0.236597583,271,2.319,2.284,0.923,0.31,0.232,0.207,0.188,2.871,9.2,45.49952457,0,21.071,7.8,6.89,토양-질소 기원
JT-1,2.75E-05,23.6,7.8,7.5,0.9,1.296933126,3.663,127,0.972,0.97,0.643,0.023,0.034,0.018,0.003,0.099262225,3.7,77.22,0,6.679,6.5,2.19,토양-질소 기원
JT-2,0.57531012,23.6,7.7,6.9,3.2,0.895544379,0.144145285,267,2.537,2.4,0.813,0.34,0.218,0.139,0.118,0.212077321,12.4,3.369256884,0,18.521,8.69,-0.03,생활하수/처리수 영향
JT-3,0.000351207,20.3,7.1,5.7,0.3,1.485,2.219668724,296,7.012,7.004,5.713,0.068,0.052,0.032,0.024,1.693723264,3.7,2.206251497,0,25.846,12.03,1.23,생활하수/처리수 영향
JT-4,0.000724363,22.7,7.5,7.1,1.1,1.485,0.099353796,255,4.756,4.719,3.398,0.123,0.129,0.097,0.089,2.871,8,0.074473234,0,17.657,13.6,4.02,생활하수/처리수 영향
JT-5,0.004701286,23.5,7.6,6.6,1.1,1.485,0.193684568,265,2.967,2.962,1.772,0.168,0.08,0.06,0.042,2.871,8.1,77.22,0,19.343,11.63,1.73,생활하수/처리수 영향
JT-6,0.013602384,22.7,7.5,5.8,1.8,1.105908444,1.203704368,286,2.35,2.324,1.132,0.237,0.108,0.072,0.058,2.671621216,8.9,0.85238619,0,18.594,9.3,0.48,생활하수/처리수 영향
JT-7,0.261365915,23.9,7.6,6.7,2.7,1.485,2.699153394,201,2.064,2.062,0.897,0.213,0.135,0.101,0.085,2.871,8.8,1.703904511,0,13.614,8.85,-0.12,생활하수/처리수 영향
JT-8,0.001166402,23,7.8,6.8,0.6,1.353268895,1.797047822,277,2.26,2.143,1.599,0.044,0.106,0.083,0.08,2.871,3,10.20023454,0,13.83,10.48,2.53,생활하수/처리수 영향
JT-9,0.000182799,25.9,7.5,6,1.6,1.485,2.090165664,234,2.437,2.401,1.484,0.118,0.202,0.127,0.127,0.990703355,6.4,28.18856325,0,12.12,7.95,5.08,토양-질소 기원
JT-10,0.000124582,24.6,7.3,5,1.8,1.485,3.663,135,1.663,1.658,0.757,0.317,0.334,0.285,0.282,0.819835951,5.5,77.22,0,7.358,11.6,0.25,생활하수/처리수 영향
JT-11,0.000275892,24.9,7.7,7.1,1.9,1.485,0.751163506,201,2.358,2.341,1.002,0.322,0.166,0.112,0.106,0.180183688,7.4,2.687804638,0,12.045,8.97,-1.52,생활하수/처리수 영향
JT-12,0.005119157,25.6,7.7,6.8,1,1.485,0.635978256,170,1.683,1.657,0.85,0.074,0.16,0.111,0.108,2.871,6.1,0.456351676,0,10.104,11.03,0.3,생활하수/처리수 영향
JT-13,0.000777826,27.9,7.8,9.1,1.2,1.485,0.167826309,199,1.779,1.774,1.034,0.033,0.128,0.094,0.089,0.535866516,6,0.316209271,0,11.817,10.63,0.98,생활하수/처리수 영향
JT-14,0.062759737,25,8.3,8.2,1.6,1.485,3.663,156,2.157,2.154,1.259,0.087,0.075,0.04,0.026,0.730390866,6.1,0.676614925,0,9.132,5.87,3.41,토양-질소 기원
JT-15,0.004602238,23.8,7.9,9.9,0.8,1.485,0.437586264,319,4.195,4.181,3.108,0.05,0.119,0.084,0.083,1.625713627,4.5,11.0660868,0,19.833,8.49,1.42,생활하수/처리수 영향
JT-16,0.84447,24.2,7.9,9.3,1.2,1.485,0.574548786,252,3.047,3.032,2.065,0.057,0.12,0.085,0.081,2.56113483,5.3,1.824043507,0,16.037,8.49,2.59,생활하수/처리수 영향
JT-17,0.03608681,25.3,7.6,8.7,1,1.485,1.16110072,268,2.843,2.824,1.854,0.049,0.09,0.066,0.056,2.871,5.1,77.22,0,15.884,9.51,2.36,생활하수/처리수 영향
JT-18,0.002526845,21.6,7.5,10.2,0.7,1.366951048,1.731535216,183,2.101,2.058,1.378,0.076,0.056,0.034,0.024,0.895497812,3.3,9.99452429,0,11.973,8.14,1.27,생활하수/처리수 영향
JT-19,0.000959972,21.5,7.6,9.9,0.5,1.485,3.46334724,189,4.378,4.301,3.232,0.03,0.051,0.027,0.021,0.405261711,2.9,77.22,0,11.101,9.4,1.16,생활하수/처리수 영향
JT-20,0.248673951,20.8,7.8,10.3,0.6,1.485,0.68730906,197,3.29,3.287,2.367,0.031,0.06,0.033,0.029,0.343951807,3.6,71.69653629,0,12.612,9.01,2.7,생활하수/처리수 영향
JT-21,0.462866424,25.6,7.5,7.7,1.4,1.485,0.342284652,193,2.123,2.119,1.221,0.059,0.162,0.114,0.111,0.483295155,5.8,5.631477522,0,12.163,8.83,1.54,생활하수/처리수 영향
JT-22,0.000295311,19.5,7.4,9.9,0.8,1.485,0.296311604,163,2.399,2.333,1.632,0.076,0.088,0.066,0.056,1.686028948,2.3,2.230811172,0,6.438,5.49,-0.53,토양-질소 기원
JT-23,2.32E-05,24.6,7.3,8.7,1.3,1.485,0.399606634,379,3.307,3.261,1.361,1.009,0.106,0.075,0.074,0.752983902,3.8,77.22,0,46.651,13.21,-0.79,생활하수/처리수 영향
JT-24,0.00818437,23.8,7.1,5.6,2.8,1.485,1.198894886,281,3.76,3.653,1.415,0.568,0.128,0.099,0.089,2.871,7.3,0.722112937,0,19.693,6.83,1.16,토양-질소 기원
JT-25,0.015518162,24.9,7.3,8.7,2.5,1.19052971,0.590147021,293,2.748,2.717,1.209,0.322,0.113,0.085,0.076,1.610971598,6.6,0.063259577,0,26.856,7.83,-0.26,토양-질소 기원
JT-26,0.033219054,26.3,7.6,8.2,3.2,1.21434066,3.07771951,265,2.792,2.651,1.216,0.305,0.14,0.099,0.09,2.871,8.4,17.33707666,0,21.811,9.37,1.68,생활하수/처리수 영향
JT-27,0.021443071,29.3,10.3,15.9,4.1,1.304127454,1.151837688,210,1.257,1.225,0.485,0.023,0.126,0.071,0.051,2.871,8,31.97611094,0,11.71,10.02,4.44,생활하수/처리수 영향
JT-28,0.017333978,26.5,7.7,8.5,2.2,1.485,3.663,260,4.54,4.454,2.706,0.132,0.646,0.562,0.561,1.246498126,6.8,66.23548358,0,14.316,14,3.42,생활하수/처리수 영향
JT-29,0.048236086,26,7.8,7.7,1.6,1.485,2.499335586,199,2.402,2.269,1.481,0.052,0.164,0.137,0.129,0.823904048,5.9,43.57165729,0,12.844,8.83,2.42,생활하수/처리수 영향
JT-30,0.024856509,25.7,7.9,7.2,2.5,1.485,0.919267255,198,2.534,2.509,1.274,0.144,0.209,0.163,0.159,2.871,7.2,35.54734557,0,12.569,8.04,1.49,생활하수/처리수 영향
JT_1,0.003001958,22.9,7.9,8.6,0.7,1.485,0.638752267,145,0.968,0.961,0.67,0.029,0.052,0.04,0.033,0.497564905,3.7,77.22,0,7.972,9.93,5,생활하수/처리수 영향
JT_2,0.000320103,23.8,7.8,8.3,1.6,1.485,3.663,202,1.488,1.486,0.673,0.187,0.254,0.197,0.194,0.167504343,6.6,50.18632202,0,11.195,9.41,4.39,생활하수/처리수 영향
JT_3,0.000490178,23.6,7.5,8.8,1.1,0.552712798,0.409962872,174,2.031,2.026,1.43,0.044,0.049,0.034,0.019,2.060848068,5.8,6.640722212,0,10.713,10.3,4.17,생활하수/처리수 영향
JT_4,0.013308232,23.5,7.6,7.6,1.6,1.485,0.157396801,226,5.634,5.625,4.632,0.172,0.204,0.152,0.148,2.709652905,7.1,0.780014319,0,12.4,18.54,9.89,생활하수/처리수 영향
JT_5,0.563744625,24.1,7.6,7.8,1.2,1.260224089,1.43033693,230,1.72,1.718,1.018,0.066,0.094,0.064,0.052,2.871,7.2,1.172656904,0,15.544,10.76,5.19,생활하수/처리수 영향
JT_6,0.103941745,23.5,7.7,7.2,1.6,1.485,1.819522354,246,2.474,2.443,0.744,0.808,0.212,0.154,0.152,2.871,8.9,27.60504707,0,12.019,9.33,4.15,생활하수/처리수 영향
JT_7,0.042689087,24.1,7.7,8.3,1,1.485,2.422686682,229,1.267,1.264,0.6,0.065,0.076,0.051,0.04,2.841012136,6.8,77.22,0,14.491,10.82,5.62,생활하수/처리수 영향
JT_8,0.051311817,23,7.8,7.5,1.3,1.485,2.054889068,174,1.124,1.099,0.624,0.057,0.068,0.04,0.031,2.871,5.5,77.22,0,8.814,8.47,6.23,생활하수/처리수 영향
JT_9,3.54E-06,24.3,7.9,8,1.8,1.485,1.896859094,178,1.396,1.384,0.717,0.12,0.162,0.12,0.115,2.871,5.9,77.22,0,9.002,7.6,6.13,토양-질소 기원
JT_10,0.00371859,25,7.5,7.1,1.8,1.485,2.787597673,141,2.062,2.038,0.864,0.551,0.472,0.424,0.418,1.341845537,4.9,77.22,0,7.517,12.87,4.98,생활하수/처리수 영향
JT_11,0.774404589,24.7,7.8,8.5,1.4,1.360128509,2.172303407,191,1.539,1.538,0.886,0.076,0.127,0.096,0.09,0.515023729,6.2,0.010472844,0,9.924,9.27,2.99,생활하수/처리수 영향
JT_12,0.00079641,24.8,7.6,7.7,1.3,1.485,0.980818429,161,1.36,1.356,0.738,0.117,0.187,0.148,0.146,0.618014524,5.5,8.150269469,0,8.532,12.1,2.71,생활하수/처리수 영향
JT_13,0.000674179,24,7.9,8.1,1.3,1.485,0.422584998,260,1.496,1.464,0.84,0.091,0.172,0.134,0.132,2.53729271,5.8,77.22,0,9.068,10.65,5.39,생활하수/처리수 영향
JT_14,0.018325962,22.8,7.9,8.1,1.6,1.485,0.49605365,269,2.394,2.385,1.668,0.111,0.104,0.069,0.06,2.871,5.6,1.86571982,0,11.978,10.83,5.71,생활하수/처리수 영향
JT_15,0.046490969,23.2,7.1,9.1,0.8,1.485,1.717353781,335,5.012,4.992,4.32,0.052,0.15,0.117,0.116,2.871,4.3,1.59078348,0,17.31,8.38,2.78,생활하수/처리수 영향
JT_16,0.000253998,21.9,7.9,9.1,0.8,1.485,2.662395936,328,3.906,3.9,3.181,0.058,0.135,0.1,0.099,2.871,4.7,37.49138306,0,18.459,9.62,3.21,생활하수/처리수 영향
JT_17,0.001052582,23,8,8,0.8,1.485,2.853174533,267,3.006,3.003,2.343,0.053,0.083,0.06,0.055,0.074954039,4.1,77.22,0,13.07,8.58,4.52,생활하수/처리수 영향
JT_18,0.14430069,21.7,7.9,9,0.8,1.387205361,0.077610578,218,1.417,1.388,1.035,0.051,0.049,0.027,0.021,1.470541005,3.5,0.6251494,0,12.738,9.28,4.37,생활하수/처리수 영향
JT_19,5.13E-06,23.3,7.3,9,0.7,1.485,1.063070324,202,2.677,2.657,2.063,0.064,0.05,0.025,0.021,2.871,3.4,2.43630858,0,10.543,9.63,2.52,생활하수/처리수 영향
JT_20,4.11E-05,22.4,7.4,8.5,0.7,1.485,3.663,251,3.36,3.347,2.687,0.042,0.084,0.055,0.054,0.760628378,4,0.014946598,0,14.197,10.13,4.81,생활하수/처리수 영향
JT_21,3.23E-05,24.3,7.3,7.1,1.5,1.452653466,0.595411904,240,2.607,2.488,1.603,0.212,0.221,0.174,0.171,0.708297598,5.3,0.109417136,0,15.553,10.55,5.09,생활하수/처리수 영향
JT_22,2.14E-06,21.5,7.6,8.5,1.3,1.485,0.559239167,101,3.631,3.54,2.616,0.324,0.139,0.108,0.105,2.871,3.1,0.086966876,0,8.557,6.12,2.84,토양-질소 기원
JT_23,4.29E-05,24.9,7.1,7.2,1.4,1.485,1.936985644,341,2.778,2.745,1.735,0.31,0.221,0.189,0.188,2.871,3.8,0.006465643,0,43.783,11.28,-0.29,생활하수/처리수 영향
JT_24,0.000854561,24.2,7.1,7.3,1.7,1.485,2.749224268,242,1.439,1.392,0.77,0.095,0.124,0.098,0.09,0.466498532,5.4,0.113894772,0,16.861,10.1,5.9,생활하수/처리수 영향
JT_25,0.001968006,24.6,7.4,7.8,2.2,1.485,0.387369044,279,1.937,1.872,1.001,0.241,0.139,0.106,0.104,0.857013816,5.7,1.995860646,0,28.504,9.57,2.78,생활하수/처리수 영향
JT_26,0.009718302,25,7.8,8.4,3.5,0.908240275,0.661268952,254,2.447,2.354,0.991,0.493,0.143,0.112,0.106,0.087875065,6.8,4.433638746,0,21.988,8.73,3.55,생활하수/처리수 영향
JT_27,2.27E-06,23.5,7.7,9.5,2.5,1.289691534,0.089259397,270,1.911,1.878,0.973,0.225,0.096,0.048,0.03,0.214004628,5,20.43419695,0,12.812,10.65,6.92,생활하수/처리수 영향
JT_28,0.053263746,24.9,7.7,8,2,1.485,0.19523141,224,2.219,2.186,1.264,0.136,0.206,0.161,0.159,0.193121612,5.8,0.006860245,0,13.928,11.23,4.34,생활하수/처리수 영향
JT_29,0.004457538,25.4,8,8.4,1.6,1.485,0.178377546,230,2.121,2.044,1.364,0.076,0.166,0.136,0.133,0.06041485,5.3,77.22,0,13.734,9.98,6.69,생활하수/처리수 영향
JT_30,0.080355964,24.8,8.1,8.9,4.7,1.485,0.06420581,172,1.848,1.764,0.911,0.256,0.204,0.164,0.159,0.217876988,7.6,9.693655704,0,9.568,6.4,10.32,토양-질소 기원
JT_23B ,0.028871886,25.7,7.1,8.4,0.099,1.087805873,0.198334273,389,4.138,4.131,2.597,0.742,0.291,0.29,0.283,0.783909623,3.7,77.22,0,52.849,11.83,0.92,생활하수/처리수 영향
JT_1,0.30453692,27.4,7.8,7.8,1.2,1.485,0.611407071,110,0.968,0.959,0.782,0.023,0.046,0.023,0.014,1.120088823,2.4,57.91758337,0,6.977,8.12,2.58,생활하수/처리수 영향
JT_2,0.000568783,27.8,7.6,7.1,1.8,1.485,0.836774322,185,1.286,1.194,0.682,0.147,0.19,0.099,0.099,2.218004461,4.8,77.22,0,10.912,8.51,1.58,생활하수/처리수 영향
JT_3,0.030601796,26.6,7.4,7.4,1.4,1.275060995,1.525815859,198,4.242,4.063,3.85,0.054,0.07,0.036,0.023,0.062036495,4,1.351987569,0,12.38,11.4,3.08,생활하수/처리수 영향
JT_4,0.106867743,26.6,7.7,7.7,2,1.485,0.065718748,150,2.46,1.762,1.381,0.105,0.124,0.073,0.062,2.871,5.1,61.23366752,0,9.282,14.1,5.13,생활하수/처리수 영향
JT_5,0.289230696,27.9,7.5,7.1,1.8,1.166055201,2.893527267,182,2.46,2.321,2,0.057,0.112,0.064,0.052,1.58910475,4.1,77.22,0,15.938,10.97,2.02,생활하수/처리수 영향
JT_6,0.061964204,27.4,7.6,7.4,2.3,1.484340842,1.138078948,194,1.391,1.305,0.848,0.116,0.13,0.077,0.064,2.871,5.3,77.22,0,9.334,10.22,2.62,생활하수/처리수 영향
JT_7,0.165022032,27.5,7.6,7.3,1.9,1.433327109,3.377577683,151,1.241,1.132,0.878,0.059,0.109,0.046,0.037,2.871,3.6,77.22,0,9.509,10.01,4.11,생활하수/처리수 영향
JT_8,0.116246119,28.2,7.8,7.7,1.9,1.485,2.298181452,164,1.711,1.58,1.335,0.049,0.104,0.054,0.044,2.871,3.6,77.22,0,9.183,8.14,2.84,생활하수/처리수 영향
JT_9,0.010256416,30,7.8,9.3,2.3,1.485,3.663,198,1.658,1.489,1.22,0.063,0.128,0.047,0.037,0.658615111,3.7,77.22,0,11.185,8.5,6.6,생활하수/처리수 영향
JT_10,0.069563722,26,7.7,7.9,1.5,1.439796781,0.524597298,111,2.002,1.824,1.368,0.244,0.303,0.228,0.228,2.871,3.5,21.51550483,0,7.216,8.77,1.21,생활하수/처리수 영향
JT_11,0.030246873,27.4,7.5,8.6,1.7,0.435685673,2.34904122,194,1.488,1.326,1.115,0.033,0.124,0.061,0.048,2.871,4.5,77.22,0,10.451,10.33,2.45,생활하수/처리수 영향
JT_12,1.64E-06,27.7,7.9,8.6,2.3,1.157736677,3.663,135,1.319,1.169,0.934,0.022,0.151,0.082,0.07,2.871,4.8,60.55398732,0,8.115,10.39,2.55,생활하수/처리수 영향
JT_13,0.0056338,28.3,8,9.4,3.9,1.485,3.663,173,1.371,1.257,1.007,0.02,0.133,0.067,0.055,2.871,4.3,0.005008282,0,9.677,10.4,4.68,생활하수/처리수 영향
JT_14,0.84447,26.2,7.4,9.6,4.1,1.485,3.062985916,329,2.264,2.063,1.798,0.063,0.101,0.039,0.026,2.871,5.1,12.12828747,0,12.034,6.91,3.44,토양-질소 기원
JT_15,0.040674222,24.1,7.5,10.5,2.9,0.999685787,3.663,295,4.548,4.192,4.104,0.056,0.189,0.096,0.087,2.269735677,3.7,77.22,0,14.944,9,1.06,생활하수/처리수 영향
JT_16,0.002292233,25.4,7.6,10,4.3,1.465404007,1.557063519,254,2.915,2.723,2.55,0.052,0.132,0.071,0.063,2.871,4.7,77.22,0,16.212,8.6,3.58,생활하수/처리수 영향
JT_17,0.000105884,26.6,7.5,8.9,3,1.485,3.199220719,249,2.775,2.521,2.457,0.03,0.093,0.043,0.031,2.871,3.6,5.130161281,0,13.281,9.1,3.73,생활하수/처리수 영향
JT_18,0.001262571,29.4,7.1,9.8,2.9,1.485,2.338755538,224,1.346,1.221,1.012,0.082,0.064,0.023,0.012,0.053894874,3.3,0.270647489,0,15.078,13.51,5.25,생활하수/처리수 영향
JT_19,1.02E-06,24.2,7.1,8.4,1.7,1.318379546,0.058071749,213,2.519,2.298,2.227,0.015,0.072,0.032,0.024,1.756559891,2.3,2.89947082,0,12.508,13.92,6.32,생활하수/처리수 영향
JT_20,0.180836266,25.9,8,10,3.1,1.485,1.242884109,184,1.742,1.59,1.423,0.022,0.071,0.032,0.021,2.871,3.6,0.003172776,0,12.221,11.42,5.31,생활하수/처리수 영향
JT_21,0.160124196,28.5,7.7,8.6,3.2,1.420301892,3.663,185,2.356,2.077,1.906,0.027,0.173,0.093,0.081,2.871,4.2,77.22,0,11.901,9.9,3.97,생활하수/처리수 영향
JT_22,0.000895409,24.1,7.8,9.4,1.9,1.05012215,2.614412426,127,1.8,1.594,1.382,0.147,0.148,0.101,0.09,1.195603013,2.5,77.22,0,8.42,5.54,0.58,토양-질소 기원
JT_23,0.019597529,28.3,7.8,9,3.1,1.485,0.886181318,390,2.825,2.575,2.083,0.236,0.075,0.037,0.024,0.32083755,3.7,2.087046829,0,55.61,16.44,2.05,생활하수/처리수 영향
JT_24,6.60E-05,28.5,7.7,9.1,4.6,1.010113168,0.278729687,230,1.986,1.707,1.484,0.015,0.122,0.057,0.041,0.926369616,5.4,39.97672199,0,17.491,9.52,4.9,생활하수/처리수 영향
JT_25,0.003798836,28.6,7.8,10.7,3,1.485,0.708100665,290,1.915,1.651,1.401,0.016,0.088,0.031,0.017,0.043944599,4,0.17219432,0,27.504,10.83,4.2,생활하수/처리수 영향
JT_26,0.001350734,29.8,8.8,10.1,4.5,1.485,0.048531422,251,2.142,1.737,1.397,0.019,0.116,0.036,0.017,2.871,5.4,8.318471284,0,21.869,10.9,3.74,생활하수/처리수 영향
JT_27,0.18364666,26.7,7.9,7.4,2.9,1.485,0.622240623,157,0.745,0.603,0.328,0.061,0.077,0.027,0.017,0.799725745,4.9,3.092901725,0,7.997,9.62,4.82,생활하수/처리수 영향
JT_28,0.000590065,28.4,8.1,8.7,2.7,1.485,1.986487159,185,1.557,1.328,1.005,0.04,0.172,0.106,0.09,2.871,4.5,77.22,0,11.158,10.89,3.7,생활하수/처리수 영향
JT_29,0.00080585,28.5,7.8,10.2,2.8,1.485,0.233331966,168,2.169,1.969,1.706,0.021,0.12,0.069,0.051,0.262105876,3.4,1.400349451,0,10.475,9.49,5.62,생활하수/처리수 영향
JT_30,0.007675445,28.1,7.8,9.9,2.7,1.485,1.071642313,156,2.426,2.168,1.678,0.111,0.281,0.214,0.209,1.484033892,3.8,1.886872405,0,10.001,7.11,8.87,토양-질소 기원
JT_4B ,0.587179964,27.2,7.6,7.2,0.099,1.485,0.726309711,145,1.264,1.13,0.687,0.109,0.089,0.06,0.042,0.953509325,5.1,16.30417599,0,8.278,8.42,1.95,생활하수/처리수 영향
JT_1,0.003377556,24.3,8,8,0.9,1.485,0.531896332,113,0.779,0.773,0.726,0.02,0.037,0.036,0.025,0.669046745,1.9,77.22,0,7.213,8.46,2.59,생활하수/처리수 영향
JT_2,0.000202484,24.7,7.1,6.7,0.8,1.485,0.598056784,290,2.307,2.295,1.989,0.077,0.049,0.04,0.028,0.764472187,3.1,7.433634796,0,21.114,11.85,3.67,생활하수/처리수 영향
